"slug","facility","exists","source_url","note"
"meier-on-rothschild","elevators","yes","https://www.kone.co.il/he/stories-and-references/references/meyer.aspx","Elevator supplier reports 5 high-speed elevators, 2 parking/commercial elevators and 1 service elevator (8 total)."
"meier-on-rothschild","kindergarten_or_public_space","unknown","","No project-specific public source found."
"meier-on-rothschild","shared_roof","yes","https://www.kone.co.il/he/stories-and-references/references/meyer.aspx","Elevator supplier's project reference states the residents' pool is on the commercial-center roof."
"meier-on-rothschild","guard_or_staffed_lobby","yes","https://www.telavivbroker.com/?property=meier-on-rothschild","Project-specific tower page specifies a 24/7 doorman and concierge."
"akirov-towers","designed_lobby","yes","https://sothebys.ussl.co.il/property/gorgeous-duplex-apartment-with-terraces-in-akirov-towers/","Project-specific Sotheby's page describes an elegant lobby."
"akirov-towers","gym","yes","https://sothebys.ussl.co.il/property/gorgeous-duplex-apartment-with-terraces-in-akirov-towers/","Project-specific Sotheby's page specifies a private country club with a gym."
"akirov-towers","pool","yes","https://sothebys.ussl.co.il/property/gorgeous-duplex-apartment-with-terraces-in-akirov-towers/","Project-specific Sotheby's page specifies a large swimming pool."
"akirov-towers","spa","yes","https://sothebys.ussl.co.il/property/gorgeous-duplex-apartment-with-terraces-in-akirov-towers/","Project-specific Sotheby's page specifies a spa."
"akirov-towers","residents_room_or_lounge","yes","https://www.ednaroberts.com/en/property/an-apartment-in-the-alrov-akirov-towers/","Project-specific listing specifies a tenants' club room."
"akirov-towers","workspace","unknown","","No project-specific public source found."
"akirov-towers","retail_floor","unknown","","No project-specific public source found."
"akirov-towers","parking","yes","https://www.ednaroberts.com/en/property/an-apartment-in-the-alrov-akirov-towers/","Project-specific listing confirms an underground parking garage; total project parking-space count was not found."
"akirov-towers","bicycle_parking","unknown","","No project-specific public source found."
"akirov-towers","storage","yes","https://www.ednaroberts.com/en/property/an-apartment-in-the-alrov-akirov-towers/","Project-specific listing confirms storage; availability for every unit is not established."
"akirov-towers","generator","unknown","","No project-specific public source found."
"akirov-towers","elevators","yes","https://ip-tlv.com/properties/luxury-apartment-akirov-towers-old-north-tel-aviv/?lang=he","Current listing for the western tower reports 5 elevators; complex-wide total was not established."
"akirov-towers","kindergarten_or_public_space","unknown","","No project-specific public source found."
"akirov-towers","shared_roof","unknown","","No project-specific public source found."
"akirov-towers","guard_or_staffed_lobby","yes","https://sothebys.ussl.co.il/property/gorgeous-duplex-apartment-with-terraces-in-akirov-towers/","Project-specific Sotheby's page specifies 24/7 concierge services."
"park-bavli","designed_lobby","yes","https://www.israelsir.co.il/property/park-bavli-22fl-apartment-he/","Project-specific Sotheby's page describes a grand lobby."
"park-bavli","gym","yes","https://www.ynet.co.il/articles/0%2C7340%2CL-4396229%2C00.html","Launch-era project report specifies a gym overlooking the pool."
"park-bavli","pool","yes","https://www.ynet.co.il/articles/0%2C7340%2CL-4396229%2C00.html","Launch-era project report specifies an outdoor semi-Olympic pool."
"park-bavli","spa","yes","https://www.ynet.co.il/articles/0%2C7340%2CL-4396229%2C00.html","Launch-era project report explicitly specifies a spa."
"park-bavli","residents_room_or_lounge","yes","https://www.ynet.co.il/articles/0%2C7340%2CL-4396229%2C00.html","Launch-era project report specifies meeting areas and a pool hospitality lounge."
"park-bavli","workspace","yes","https://www.ynet.co.il/articles/0%2C7340%2CL-4396229%2C00.html","Launch-era project report specifies meeting rooms and a business lounge."
"park-bavli","retail_floor","yes","https://www.mako.co.il/living-architecture/local/Article-677b782fd6c2161006.htm","Project feature states the development includes a commercial center."
"park-bavli","parking","yes","https://notfromhere.net/he/project/%D7%A2%D7%99%D7%A6%D7%95%D7%91-%D7%A9%D7%99%D7%9C%D7%95%D7%98-%D7%97%D7%A0%D7%99%D7%95%D7%A0%D7%99%D7%9D/","Parking wayfinding designer documents a 6,000 sqm, three-level underground car park; number of spaces was not found."
"park-bavli","bicycle_parking","unknown","","No project-specific public source found; bicycle paths do not establish bicycle parking."
"park-bavli","storage","yes","https://www.yad2.co.il/yad1/project/7021","Developer project listing on Yad2 says apartment specifications include storage; availability for every unit is not established."
"park-bavli","generator","unknown","","No project-specific public source found."
"park-bavli","elevators","yes","https://www.yad2.co.il/yad1/project/7021","Developer project listing on Yad2 confirms an elevator; elevator count was not found."
"park-bavli","kindergarten_or_public_space","unknown","","No source found for a kindergarten or municipally accessible public space inside the building."
"park-bavli","shared_roof","unknown","","No project-specific public source found."
"park-bavli","guard_or_staffed_lobby","yes","https://www.ynet.co.il/articles/0%2C7340%2CL-4396229%2C00.html","Launch-era project report specifies lobby areas with 24-hour guard service."
"recanati-residence","designed_lobby","unknown","","Official source states common areas were interior-designed but does not explicitly identify a designed lobby."
"recanati-residence","gym","unknown","","No project-specific public source found."
"recanati-residence","pool","unknown","","No project-specific public source found."
"recanati-residence","spa","unknown","","No project-specific public source found."
"recanati-residence","residents_room_or_lounge","unknown","","No project-specific public source found."
"recanati-residence","workspace","unknown","","No project-specific public source found."
"recanati-residence","retail_floor","unknown","","No project-specific public source found."
"recanati-residence","parking","yes","https://www.ashtrom.co.il/projects/recanati-residence","Official developer page specifies 3 underground parking levels; number of parking spaces was not found."
"recanati-residence","bicycle_parking","unknown","","No project-specific public source found."
"recanati-residence","storage","yes","https://zipika.com/features/property-details?lng=he&propId=4075971","Current project-specific listing includes a storage room; availability for every unit is not established."
"recanati-residence","generator","unknown","","No project-specific public source found."
"recanati-residence","elevators","yes","https://www.immoisrael.com/he/listings/%D7%93%D7%99%D7%A8%D7%AA-5-%D7%97%D7%93%D7%A8%D7%99%D7%9D-%D7%9C%D7%9E%D7%9B%D7%99%D7%A8%D7%94-%D7%A8%D7%97%D7%95%D7%91-%D7%A8%D7%A7%D7%A0%D7%90%D7%98%D7%99-%D7%AA%D7%9C-%D7%90%D7%91%D7%99%D7%91","Current listing reports 3 elevators in its 16-storey Recanati Residence building; count for all three buildings was not established."
"recanati-residence","kindergarten_or_public_space","unknown","","No project-specific public source found."
"recanati-residence","shared_roof","unknown","","No project-specific public source found."
"recanati-residence","guard_or_staffed_lobby","unknown","","No project-specific public source found."
"ashdar-einstein","designed_lobby","unknown","","No project-specific public source found."
"ashdar-einstein","gym","unknown","","No project-specific public source found."
"ashdar-einstein","pool","unknown","","No project-specific public source found."
"ashdar-einstein","spa","unknown","","No project-specific public source found."
"ashdar-einstein","residents_room_or_lounge","unknown","","No project-specific public source found."
"ashdar-einstein","workspace","unknown","","No project-specific public source found."
"ashdar-einstein","retail_floor","no","https://www.tel-aviv.gov.il/Transparency/DocLib3/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C%20%D7%95%D7%A2%D7%93%D7%AA%20%D7%9E%D7%A9%D7%A0%D7%94%20%D7%9C%D7%AA%D7%9B%D7%A0%D7%95%D7%9F%20%D7%95%D7%91%D7%A0%D7%99%D7%99%D7%94-%D7%A8%D7%99%D7%A9%D7%95%D7%99%20%D7%95%D7%A4%D7%99%D7%A7%D7%95%D7%97-2-20-0023%20%D7%9E%D7%99%D7%95%D7%9D%20%2011.11.2020.pdf","The municipal committee explicitly states that the approved land use and permit contain no commerce; future commerce would require a new plan and permit amendment."
"ashdar-einstein","parking","yes","https://www.tel-aviv.gov.il/Transparency/DocLib3/%D7%94%D7%97%D7%9C%D7%98%D7%95%D7%AA%20-%20%D7%95%D7%A2%D7%93%D7%AA%20%D7%9E%D7%A9%D7%A0%D7%94%20%D7%9C%D7%AA%D7%9B%D7%A0%D7%95%D7%9F%20%D7%95%D7%91%D7%A0%D7%99%D7%99%D7%94%20-%202-23-0009.pdf","The latest municipal permit amendment specifies 64 parking spaces across two basement levels."
"ashdar-einstein","bicycle_parking","unknown","","No project-specific public source found."
"ashdar-einstein","storage","yes","https://www.tel-aviv.gov.il/Transparency/DocLib3/%D7%94%D7%97%D7%9C%D7%98%D7%95%D7%AA%20-%20%D7%95%D7%A2%D7%93%D7%AA%20%D7%9E%D7%A9%D7%A0%D7%94%20%D7%9C%D7%AA%D7%9B%D7%A0%D7%95%D7%9F%20%D7%95%D7%91%D7%A0%D7%99%D7%99%D7%94%20-%202-23-0009.pdf","The municipal permit explicitly includes storage in the two basement levels; no quantity is stated."
"ashdar-einstein","generator","unknown","","No project-specific public source found."
"ashdar-einstein","elevators","yes","https://zipika.com/features/property-details?lng=he&propId=3212876","A completed-project listing at Einstein 67 explicitly identifies an elevator; the number of elevators is not stated."
"ashdar-einstein","kindergarten_or_public_space","unknown","","No project-specific public source found."
"ashdar-einstein","shared_roof","unknown","","No project-specific public source found."
"ashdar-einstein","guard_or_staffed_lobby","unknown","","No project-specific public source found."
"einstein-19","designed_lobby","unknown","","No project-specific public source found."
"einstein-19","gym","unknown","","No project-specific public source found."
"einstein-19","pool","unknown","","No project-specific public source found."
"einstein-19","spa","unknown","","No project-specific public source found."
"einstein-19","residents_room_or_lounge","yes","https://www.tel-aviv.gov.il/Transparency/DocLib3/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C%20%D7%93%D7%99%D7%95%D7%9F%20%D7%9E%D7%90%D7%95%D7%A9%D7%A8%20%D7%95%D7%A2%D7%93%D7%AA%20%D7%9E%D7%A9%D7%A0%D7%94%20%D7%9C%D7%AA%D7%9B%D7%A0%D7%95%D7%9F%20%D7%95%D7%91%D7%A0%D7%99%D7%94%202-24-0019.pdf","The municipal permit explicitly lists a residents' room on the ground floor of each building."
"einstein-19","workspace","unknown","","No project-specific public source found."
"einstein-19","retail_floor","yes","https://www.tel-aviv.gov.il/Transparency/DocLib3/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C%20%D7%93%D7%99%D7%95%D7%9F%20%D7%9E%D7%90%D7%95%D7%A9%D7%A8%20%D7%95%D7%A2%D7%93%D7%AA%20%D7%9E%D7%A9%D7%A0%D7%94%20%D7%9C%D7%AA%D7%9B%D7%A0%D7%95%D7%9F%20%D7%95%D7%91%D7%A0%D7%99%D7%94%202-24-0019.pdf","The permit lists two ground-floor units planned for future commercial use subject to the plan in preparation."
"einstein-19","parking","yes","https://www.tel-aviv.gov.il/Transparency/DocLib3/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C%20%D7%93%D7%99%D7%95%D7%9F%20%D7%9E%D7%90%D7%95%D7%A9%D7%A8%20%D7%95%D7%A2%D7%93%D7%AA%20%D7%9E%D7%A9%D7%A0%D7%94%20%D7%9C%D7%AA%D7%9B%D7%A0%D7%95%D7%9F%20%D7%95%D7%91%D7%A0%D7%99%D7%94%202-24-0019.pdf","The permit specifies 81 parking spaces across four basement levels."
"einstein-19","bicycle_parking","yes","https://www.tel-aviv.gov.il/Transparency/DocLib3/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C%20%D7%93%D7%99%D7%95%D7%9F%20%D7%9E%D7%90%D7%95%D7%A9%D7%A8%20%D7%95%D7%A2%D7%93%D7%AA%20%D7%9E%D7%A9%D7%A0%D7%94%20%D7%9C%D7%AA%D7%9B%D7%A0%D7%95%D7%9F%20%D7%95%D7%91%D7%A0%D7%99%D7%94%202-24-0019.pdf","The permit lists bicycle rooms with 34 spaces in one building and 16 in the other."
"einstein-19","storage","yes","https://www.tel-aviv.gov.il/Transparency/DocLib3/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C%20%D7%93%D7%99%D7%95%D7%9F%20%D7%9E%D7%90%D7%95%D7%A9%D7%A8%20%D7%95%D7%A2%D7%93%D7%AA%20%D7%9E%D7%A9%D7%A0%D7%94%20%D7%9C%D7%AA%D7%9B%D7%A0%D7%95%D7%9F%20%D7%95%D7%91%D7%A0%D7%99%D7%94%202-24-0019.pdf","The permit specifies 75 apartment storage rooms across the basement levels."
"einstein-19","generator","unknown","","No project-specific public source found."
"einstein-19","elevators","yes","https://www.tel-aviv.gov.il/Transparency/DocLib3/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C%20%D7%93%D7%99%D7%95%D7%9F%20%D7%9E%D7%90%D7%95%D7%A9%D7%A8%20%D7%95%D7%A2%D7%93%D7%AA%20%D7%9E%D7%A9%D7%A0%D7%94%20%D7%9C%D7%AA%D7%9B%D7%A0%D7%95%D7%9F%20%D7%95%D7%91%D7%A0%D7%99%D7%94%202-24-0019.pdf","The permit specifies two passenger elevators in each of the two buildings (4 total); separate waste lifts are also shown."
"einstein-19","kindergarten_or_public_space","unknown","","No project-specific public source found."
"einstein-19","shared_roof","unknown","","No project-specific public source found."
"einstein-19","guard_or_staffed_lobby","unknown","","No project-specific public source found."
"einstein-tower","designed_lobby","unknown","","No project-specific public source found."
"einstein-tower","gym","unknown","","No project-specific public source found."
"einstein-tower","pool","unknown","","No project-specific public source found."
"einstein-tower","spa","unknown","","No project-specific public source found."
"einstein-tower","residents_room_or_lounge","unknown","","No project-specific public source found."
"einstein-tower","workspace","unknown","","No project-specific public source found."
"einstein-tower","retail_floor","yes","https://www.tel-aviv.gov.il/Transparency/DocLib3/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C%20%D7%A8%D7%A9%D7%95%D7%AA%20%D7%A8%D7%99%D7%A9%D7%95%D7%99%20%201-23-0292.pdf","The municipal permit describes commerce at ground level beneath the residential complex."
"einstein-tower","parking","yes","https://www.tel-aviv.gov.il/Transparency/DocLib3/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C%20%D7%A8%D7%A9%D7%95%D7%AA%20%D7%A8%D7%99%D7%A9%D7%95%D7%99%20%201-23-0292.pdf","The permit specifies four shared basement parking levels; the number of spaces is not stated."
"einstein-tower","bicycle_parking","unknown","","No project-specific public source found."
"einstein-tower","storage","yes","https://www.tel-aviv.gov.il/Transparency/DocLib3/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C%20%D7%A8%D7%A9%D7%95%D7%AA%20%D7%A8%D7%99%D7%A9%D7%95%D7%99%20%201-23-0292.pdf","The permit explicitly includes storage areas in the shared basements; no quantity is stated."
"einstein-tower","generator","unknown","","No project-specific public source found."
"einstein-tower","elevators","unknown","","No project-specific public source found."
"einstein-tower","kindergarten_or_public_space","yes","https://www.tel-aviv.gov.il/Transparency/DocLib3/%D7%A4%D7%A8%D7%95%D7%98%D7%95%D7%A7%D7%95%D7%9C%20%D7%A8%D7%A9%D7%95%D7%AA%20%D7%A8%D7%99%D7%A9%D7%95%D7%99%20%201-23-0292.pdf","The permit includes a four-storey public building and two public open spaces."
"einstein-tower","shared_roof","unknown","","No project-specific public source found."
"einstein-tower","guard_or_staffed_lobby","unknown","","No project-specific public source found."
