source_id,document,file,host,source_class,accessed_date,url
SRC-131,Competitor UX benchmark,research/competitor-benchmark.md,www.yad2.co.il,competitor_or_platform_documentation,2026-08-10,https://www.yad2.co.il/realestate/forsale?page=1
SRC-132,Competitor UX benchmark,research/competitor-benchmark.md,www.yad2.co.il,competitor_or_platform_documentation,2026-08-10,https://www.yad2.co.il/realestate/forsale/tel-aviv-area?property=1
SRC-133,Competitor UX benchmark,research/competitor-benchmark.md,www.zillow.com,competitor_or_platform_documentation,2026-08-10,https://www.zillow.com/homedetails/70-Barrensdale-Dr-Severna-Park-MD-21146/36065110_zpid/
SRC-134,Competitor UX benchmark,research/competitor-benchmark.md,www.zillow.com,competitor_or_platform_documentation,2026-08-10,https://www.zillow.com/news/zillows-commute-time-filter/
SRC-135,Competitor UX benchmark,research/competitor-benchmark.md,www.zillow.com,competitor_or_platform_documentation,2026-08-10,https://www.zillow.com/zestimate/
SRC-136,Competitor UX benchmark,research/competitor-benchmark.md,yadata.yad2.co.il,competitor_or_platform_documentation,2026-08-10,https://yadata.yad2.co.il/property-valuation
SRC-137,Competitor UX benchmark,research/competitor-benchmark.md,yzer.yad2.co.il,competitor_or_platform_documentation,2026-08-10,https://yzer.yad2.co.il/
SRC-138,Competitor UX benchmark,research/competitor-benchmark.md,zillow.zendesk.com,competitor_or_platform_documentation,2026-08-10,https://zillow.zendesk.com/hc/en-us/articles/203523760-How-do-I-search-for-homes-
SRC-139,Competitor UX benchmark,research/competitor-benchmark.md,zillow.zendesk.com,competitor_or_platform_documentation,2026-08-10,https://zillow.zendesk.com/hc/en-us/articles/227953268-How-do-I-search-for-properties
SRC-140,Competitor UX benchmark,research/competitor-benchmark.md,zillow.zendesk.com,competitor_or_platform_documentation,2026-08-10,https://zillow.zendesk.com/hc/en-us/articles/360000998828-How-do-I-search-for-homes-on-the-Zillow-mobile-app-Android-
SRC-141,THE PARK public-source dossier,research/the-park-buyer-dossier.md,www.amot.co.il,owner_or_project,2026-08-10,https://www.amot.co.il/en/assets/the-park-project-in-development-occupancy-target-q3-2026/
