"id","domain","area","title","method","nonBlocking","codeReferences"
"V2-SEL-014","3D model and unit selection","selection","Authored anchors use model coordinates, not CSS percentages","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-015","3D model and unit selection","selection","Every anchor includes a surface normal","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-016","3D model and unit selection","selection","Every anchor lies within the model bounding box","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-017","3D model and unit selection","selection","Every anchor projects within the model host","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-018","3D model and unit selection","selection","Every anchor follows the model on every camera frame","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-019","3D model and unit selection","selection","Hotspot and mesh click emit the same unit-selected event","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-020","3D model and unit selection","selection","Inventory card click emits the same unit-selected event","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-021","3D model and unit selection","selection","Floor slicer click emits the same unit-selected event","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-022","3D model and unit selection","selection","Facade click emits the same unit-selected event","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-023","3D model and unit selection","selection","Deep link emits the same unit-selected event","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-024","3D model and unit selection","selection","Only one selection controller owns active unit state","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-025","3D model and unit selection","selection","No live-only overlay hides the canonical selection layer","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-026","3D model and unit selection","selection","Hidden hotspots are removed from tab order","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-027","3D model and unit selection","selection","Visible hotspots have accessible unit labels","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-028","3D model and unit selection","selection","Hotspots expose a 44px hit area without changing their anchor point","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-029","3D model and unit selection","selection","Selected hotspot remains visually distinct","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-030","3D model and unit selection","selection","Sold units cannot be selected","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-031","3D model and unit selection","selection","Reserved units have one consistent state across model and inventory","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-032","3D model and unit selection","selection","Filter counts exclude unavailable units consistently","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-033","3D model and unit selection","selection","Room filter returns correct units","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-034","3D model and unit selection","selection","Floor filter returns correct units","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-035","3D model and unit selection","selection","Direction filter returns correct units","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-036","3D model and unit selection","selection","Estimated-price filter returns correct units","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-037","3D model and unit selection","selection","Multiple filters combine predictably","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-038","3D model and unit selection","selection","Clearing filters restores the previous selected unit when still valid","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-039","3D model and unit selection","selection","Zero-result state suggests a useful next action","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-040","3D model and unit selection","selection","Inventory is virtualized or paginated on mobile","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-041","3D model and unit selection","selection","Inventory does not render a multi-thousand-pixel wall by default","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-042","3D model and unit selection","selection","Floor bands expose all floors with matches","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-043","3D model and unit selection","selection","Unit card shows floor","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-044","3D model and unit selection","selection","Unit card shows rooms","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-045","3D model and unit selection","selection","Unit card shows interior area","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-046","3D model and unit selection","selection","Unit card shows balcony area","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-047","3D model and unit selection","selection","Unit card shows direction/view","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-048","3D model and unit selection","selection","Unit card shows estimated price","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-049","3D model and unit selection","selection","Unit card shows inventory status","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-050","3D model and unit selection","selection","Unit card action asks for that exact unit","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-051","3D model and unit selection","selection","Selection updates URL with the canonical unit parameter","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-052","3D model and unit selection","selection","Browser back restores prior unit","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-053","3D model and unit selection","selection","Closing card does not erase selection unless user explicitly clears it","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-054","3D model and unit selection","selection","Unit state survives movement to plan, map, view, tour and studio","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-055","3D model and unit selection","selection","Analytics records selection origin and unit_id","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-SEL-056","3D model and unit selection","selection","Click proof is required before the selection light can be green","model contract+click replay+ray/anchor validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:171-197 | plugins/nadlan-config/assets/showroom-engine/engine.js:370-395 | plugins/nadlan-config/assets/showroom-engine/engine.js:4106-4140"
"V2-UNIT-001","Unit card, plan, map, beam and view","map","Unit card opens within the current viewport after inventory selection","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-002","Unit card, plan, map, beam and view","map","Unit card internal scroll resets only when selected unit changes","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-003","Unit card, plan, map, beam and view","map","Unit card close leaves no stale panel","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-004","Unit card, plan, map, beam and view","map","Plan tab is reachable at 320px","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-005","Unit card, plan, map, beam and view","map","View tab is reachable at 320px","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-006","Unit card, plan, map, beam and view","map","Interior tab is reachable at 320px","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-007","Unit card, plan, map, beam and view","map","Studio action is reachable at 320px","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-008","Unit card, plan, map, beam and view","map","Inquiry action is reachable at 320px","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-009","Unit card, plan, map, beam and view","map","Plan URL resolves 200 with image or SVG MIME","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-010","Unit card, plan, map, beam and view","map","Plan belongs to the selected unit type","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-011","Unit card, plan, map, beam and view","map","Plan shows north arrow","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-012","Unit card, plan, map, beam and view","map","Plan labels room functions","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-013","Unit card, plan, map, beam and view","map","Plan includes readable dimensions","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-014","Unit card, plan, map, beam and view","map","Plan distinguishes interior and balcony areas","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-015","Unit card, plan, map, beam and view","map","Plan supports pinch or controlled zoom","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-016","Unit card, plan, map, beam and view","map","Plan has a text equivalent","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-017","Unit card, plan, map, beam and view","map","Plan download uses the same unit_id","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-018","Unit card, plan, map, beam and view","map","Map is initialized before the user reaches the view section","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-019","Unit card, plan, map, beam and view","map","Mapbox instance is adopted rather than duplicated","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-020","Unit card, plan, map, beam and view","map","Map remains directly below the building decision stage","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-021","Unit card, plan, map, beam and view","map","Project point equals the admin latitude/longitude","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-022","Unit card, plan, map, beam and view","map","Unit selection updates the existing GeoJSON/marker state","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-023","Unit card, plan, map, beam and view","map","View beam originates at the project point","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-024","Unit card, plan, map, beam and view","map","View beam uses authored azimuth_deg when available","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-025","Unit card, plan, map, beam and view","map","Fallback direction mapping is visibly flagged only in admin","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-026","Unit card, plan, map, beam and view","map","View beam half-angle is defined","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-027","Unit card, plan, map, beam and view","map","View beam radius is defined","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-028","Unit card, plan, map, beam and view","map","Map bearing and beam direction agree","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-029","Unit card, plan, map, beam and view","map","Unit direction label and beam direction agree","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-030","Unit card, plan, map, beam and view","map","Changing unit updates beam without rebuilding the map","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-031","Unit card, plan, map, beam and view","map","Changing unit updates camera without losing POI filters","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-032","Unit card, plan, map, beam and view","map","Map POI filters have accurate result counts","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-033","Unit card, plan, map, beam and view","map","POI selection shows name, category, distance and route","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-034","Unit card, plan, map, beam and view","map","Map has a non-canvas list equivalent","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-035","Unit card, plan, map, beam and view","map","Window view uses selected unit_id","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-036","Unit card, plan, map, beam and view","map","Window view camera includes bearing","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-037","Unit card, plan, map, beam and view","map","Window view camera includes elevation from floor","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-038","Unit card, plan, map, beam and view","map","Window view camera includes pitch and FOV","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-039","Unit card, plan, map, beam and view","map","Window view distinguishes direction and height tier","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-040","Unit card, plan, map, beam and view","map","Window view is not a generic still presented as interactive","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-041","Unit card, plan, map, beam and view","map","Window view can open full-screen","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-042","Unit card, plan, map, beam and view","map","Return from window view restores same unit","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-043","Unit card, plan, map, beam and view","map","Share link restores unit and view state","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-044","Unit card, plan, map, beam and view","map","Unit plan, map, beam and view are one atomic evidence bundle","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-045","Unit card, plan, map, beam and view","map","No map/beam code is replaced by a CSS illustration","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-046","Unit card, plan, map, beam and view","map","Positive live code proof cites showViewCone/easeMapToUnitView","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-047","Unit card, plan, map, beam and view","map","Click proof is captured at 320, 390 and 1440","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-048","Unit card, plan, map, beam and view","map","Every state transition has loading, ready and error states","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-049","Unit card, plan, map, beam and view","map","No buyer-facing copy describes implementation work","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-050","Unit card, plan, map, beam and view","map","Estimated prices remain natural buyer copy","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-UNIT-051","Unit card, plan, map, beam and view","map","Official-price mode is opt-in per project field","interaction+data contract+visual evidence","true","plugins/nadlan-config/assets/showroom-engine/engine.js:1267-1357 | plugins/nadlan-config/inc/project-experience.php:447-535"
"V2-TOUR-001","Interior tour and project media","tour","Project tour opens inside the decision journey","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-002","Interior tour and project media","tour","Per-unit tour preserves unit_id","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-003","Interior tour and project media","tour","Tour renderer is spherical/WebGL, not background-position","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-004","Interior tour and project media","tour","Panorama uses a 2:1 equirectangular source","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-005","Interior tour and project media","tour","Panorama horizon is level","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-006","Interior tour and project media","tour","Panorama left/right seam is acceptable","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-007","Interior tour and project media","tour","Tour includes a room graph","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-008","Interior tour and project media","tour","Every scene has a unique scene_id","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-009","Interior tour and project media","tour","Scene hotspots navigate to valid scene_id values","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-010","Interior tour and project media","tour","Scene selector exposes every included room","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-011","Interior tour and project media","tour","Plan minimap shows current scene","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-012","Interior tour and project media","tour","Plan minimap is synchronized with scene changes","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-013","Interior tour and project media","tour","Tour supports touch drag","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-014","Interior tour and project media","tour","Tour has a non-drag control alternative","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-015","Interior tour and project media","tour","Tour controls meet touch target size","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
"V2-TOUR-016","Interior tour and project media","tour","Tour controls have accessible names","asset inspection+click replay+scene graph validation","true","plugins/nadlan-config/assets/showroom-engine/engine.js:953-1090"
